scene 	 instruction 	 expected_object 	 expected_affordance 	 actual_object 	 actual_affordance 	 success
FloorPlan10	pick up green up from out cabinet above microwave	pick	cup	pick	cup	True
FloorPlan10	move to right bit to face kitchen counter space to right stove	go	countertop	go	countertop	True
FloorPlan10	place cup down on kitchen counter space	put	countertop	put	countertop	True
FloorPlan10	walk to counter on right	go	countertop	go	cabinet	False
FloorPlan10	pick up knife in front sink on left side on counter	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around head left hang left at window turn left walk to stove on right look up at microwave	go	cup	go	stoveknob	False
FloorPlan10	open upper cabinet put knife inside green glass on left side	put	cup	put	cup	True
FloorPlan10	pick up green glass with knife inside close door	pick	cup	pick	cup	True
FloorPlan10	turn right walk to counter with coffee maker on left	go	countertop	go	countertop	True
FloorPlan10	put glass with knife inside on counter to left coffee maker	put	countertop	put	countertop	True
FloorPlan10	turn right take step to your left then walk to counter in front you	go	countertop	go	countertop	True
FloorPlan10	pick up butter knife that s in front you	pick	butterknife	pick	butterknife	True
FloorPlan10	turn right take step to your right then walk to window turn left then walk to left side stove that s off to your left	go	cup	go	papertowelroll	False
FloorPlan10	open cupboard that s above left side microwave then put knife in green cup	put	cup	put	cup	True
FloorPlan10	pick up green cup with knife in it close cupboard	pick	cup	pick	cup	True
FloorPlan10	take few step to your right to face coffee maker	go	countertop	go	coffeemachine	False
FloorPlan10	put cup under to left credit card that s in front you	put	countertop	put	sinkbasin	False
FloorPlan10	walk to face counter to left stove	go	countertop	go	countertop	True
FloorPlan10	pick up butter knife from counter	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around to face sink	go	cup	go	countertop	False
FloorPlan10	put knife into green cup inside sink	put	cup	put	mug	False
FloorPlan10	pick up green cup from sink basin	pick	cup	pick	cup	True
FloorPlan10	turn around to face counter top	go	countertop	go	countertop	True
FloorPlan10	put cup on counter top	put	countertop	put	countertop	True
FloorPlan10	turn right move to face tomato on counter left stove	go	countertop	go	countertop	True
FloorPlan10	pick up smaller silver knife on counter	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around bring knife to sink	go	cup	go	sinkbasin	False
FloorPlan10	put knife in green cup in sink	put	cup	put	mug	False
FloorPlan10	pick up cup with knife in sink	pick	cup	pick	mug	False
FloorPlan10	turn around bring cup to counter	go	countertop	go	countertop	True
FloorPlan10	put cup with knife on counter in front spoon plate	put	countertop	put	countertop	True
FloorPlan10	turn around walk to counter on left room on left side stove	go	countertop	go	countertop	True
FloorPlan10	pick up butter knife beside tomato on counter	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around move to sink directly in front you	go	cup	go	sinkbasin	False
FloorPlan10	put butter knife into green cup in sink	put	cup	put	cup	True
FloorPlan10	pick up green cup with butter knife in it	pick	cup	pick	cup	True
FloorPlan10	turn around move to counter above dishwasher	go	countertop	go	countertop	True
FloorPlan10	put cup with butter knife down onto counter above dishwasher	put	countertop	put	countertop	True
FloorPlan10	walk forward then turn to left then go forward to counter turn right to face it	go	countertop	go	countertop	True
FloorPlan10	pick up butter knife off counter	pick	butterknife	pick	butterknife	True
FloorPlan10	turn to left then right then left again to brown shelf	go	cup	go	shelf	False
FloorPlan10	place knife inside green cup on shelf	put	cup	put	cup	True
FloorPlan10	pick up green cup with knife inside	pick	cup	pick	cup	True
FloorPlan10	turn to right go forward turn right again go to counter top turn left to face counter top	go	countertop	go	countertop	True
FloorPlan10	place green cup knife on to counter	put	countertop	put	countertop	True
FloorPlan10	go toward wall then turn left go in between chair then turn left to face kitchen island	go	countertop	go	countertop	True
FloorPlan10	pick up rightmost butter knife on kitchen island	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around move forward then go to shelf to your right	go	cup	go	shelf	False
FloorPlan10	put butter knife in green cup on top shelf	put	cup	put	cup	True
FloorPlan10	pick up green cup from top shelf	pick	cup	pick	cup	True
FloorPlan10	turn right go towards wall then turn right at refrigerator go forward then turn left to face dishwasher	go	countertop	go	fridge	False
FloorPlan10	put green cup on counter above dishwasher	put	countertop	put	countertop	True
FloorPlan10	walk towards wall then hang left walk towards window turn left walk up to kitchen island	go	countertop	go	countertop	True
FloorPlan10	pick up rightmost butter knife off kitchen island in front you	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around walk forward then hang right walk to wooden shelving unit against wall	go	cup	go	shelf	False
FloorPlan10	put butter knife in green cup on top shelf wooden shelving unit	put	cup	put	cup	True
FloorPlan10	pick up green cup with butter knife in it	pick	cup	pick	cup	True
FloorPlan10	turn right walk forward then hang right walk to counter where toaster	go	countertop	go	countertop	True
FloorPlan10	put green cup with butter knife in it on counter in front golden statue	put	countertop	put	countertop	True
FloorPlan219	turn right then head towards desk	go	cabinet	go	drawer	False
FloorPlan219	open left door in desk	pick	vase	go	sidetable	False
FloorPlan219	pick up brass candy dish inside then close door	go	floorlamp	pick	pillow	False
FloorPlan219	turn left then turn on lamp against wall	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	walk towards door then hang right walk to wooden dresser	go	cabinet	go	dresser	False
FloorPlan219	open leftmost cabinet door below dresser take out golden vase then close door	pick	vase	pick	pillow	False
FloorPlan219	turn left walk to wall then turn right walk up to tall lamp to left dresser	go	floorlamp	go	floorlamp	True
FloorPlan219	turn on light tall lamp	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	move to bottom left side cabinet	go	cabinet	go	cabinet	True
FloorPlan219	pick up gold vase in cabinet	pick	vase	pick	vase	True
FloorPlan219	carry gold vase to floor lamp on right	go	floorlamp	go	floorlamp	True
FloorPlan219	turn on lamp	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	turn left walk to cabinet	go	cabinet	go	dresser	False
FloorPlan219	open second door from right take vase out	pick	vase	pick	pillow	False
FloorPlan219	turn right walk to corner	go	floorlamp	go	sidetable	False
FloorPlan219	turn on lamp on end table	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	move to middle wood cupboard wood table	go	cabinet	go	cabinet	True
FloorPlan219	open middle cupboard remove gold vase in cupboard shut cupboard	pick	vase	pick	vase	True
FloorPlan219	carry gold vase to floor lamp on left	go	floorlamp	go	floorlamp	True
FloorPlan219	turn on lamp	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	move to end table dresser to left blue arm chair	go	cabinet	go	sidetable	False
FloorPlan219	pick up vase from cabinet	pick	vase	pick	vase	True
FloorPlan219	move to lamp to right	go	floorlamp	go	floorlamp	True
FloorPlan219	turn on lamp	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	head forward to couch at couch take right walk to white shelf ahead you then take step to left continue to face white shelf one directly to left white safe	go	shelf	go	shelf	True
FloorPlan219	pick up golden vase that sitting on shelf	pick	vase	pick	vase	True
FloorPlan219	turn around cross room to blue armchair then turn right to face tall floor lamp	go	floorlamp	go	garbagecan	False
FloorPlan219	lift up vase turn on lamp	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	go forward to right to face white shelf with gold vase	go	shelf	go	shelf	True
FloorPlan219	pick vase up from shelf	pick	vase	pick	vase	True
FloorPlan219	turn around cross room to face lamp to right blue chair	go	floorlamp	go	floorlamp	True
FloorPlan219	turn lamp on	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	walk straight to couch in front you then turn to your right go to white book shelf in front you	go	shelf	go	sidetable	False
FloorPlan219	pick up gold vase on left side white shelf	pick	vase	pick	vase	True
FloorPlan219	turn around walk across room to lamp between blue white couch	go	floorlamp	go	floorlamp	True
FloorPlan219	turn on lamp in corner room	toggle	floorlamp	toggle	floorlamp	True
FloorPlan10	go to right walk to fridge hang right go to counter between dishwasher stove	go	countertop	go	countertop	True
FloorPlan10	pick up potato that on counter	pick	potato	pick	potato	True
FloorPlan10	go right to microwave raise potato up	go	microwave	go	countertop	False
FloorPlan10	put potato in microwave turn it on to cook remove potato	heat	potato	heat	potato	True
FloorPlan10	go left towards toward fridge then hang left go to garbage can	go	garbagecan	go	butterknife	False
FloorPlan10	put potato in garbage can	put	garbagecan	cool	apple	False
FloorPlan10	cross room to right go right again at fridge to turn face statue on counter to right	go	countertop	go	fridge	False
FloorPlan10	pick potato up from left statue on counter	pick	potato	pick	potato	True
FloorPlan10	go to right stand in front microwave stove	go	microwave	go	microwave	True
FloorPlan10	put potato in microwave turn it on then off take potato out shut door	heat	potato	heat	potato	True
FloorPlan10	go left then left again to turn face black trash can	go	garbagecan	go	garbagecan	True
FloorPlan10	put potato in trash can	put	garbagecan	put	garbagecan	True
FloorPlan10	turn right walk towards refrigerator turn right walk to counter on left with potato on it	go	countertop	go	countertop	True
FloorPlan10	pick up one potato from counter	pick	potato	pick	potato	True
FloorPlan10	go to stove on your right look up at microwave	go	microwave	go	countertop	False
FloorPlan10	cook potato in microwave remove potato from microwave	heat	potato	heat	potato	True
FloorPlan10	turn left walk to refrigerator turn left walk to black trash can	go	garbagecan	go	butterknife	False
FloorPlan10	put potato inside trash can	put	garbagecan	cool	apple	False
FloorPlan10	walk to sink on your left	go	sinkbasin	go	butterknife	False
FloorPlan10	pick up potato from sink	pick	potato	pick	potato	True
FloorPlan10	turn left walk to microwave above stove	go	microwave	go	plate	False
FloorPlan10	microwave potato then pick potato up from microwave	heat	potato	cool	cup	False
FloorPlan10	turn left walk to black trash can next to counter	go	garbagecan	go	fork	False
FloorPlan10	place potato in black trash can	put	garbagecan	heat	cup	False
FloorPlan10	move forward face kitchen sink on your left	go	sinkbasin	go	countertop	False
FloorPlan10	pick up potato that in sink	pick	potato	pick	potato	True
FloorPlan10	turn around to face microwave that above stove behind you	go	microwave	go	plate	False
FloorPlan10	place potato between two cup in microwave heat it before pulling it back out	heat	potato	cool	cup	False
FloorPlan10	turn left walk until you reach end kitchen island then hang left to face trash bin	go	garbagecan	go	cabinet	False
FloorPlan10	place potato in trash bin	put	garbagecan	heat	cup	False
FloorPlan10	walk forward then turn left at sink	go	sinkbasin	go	sinkbasin	True
FloorPlan10	pick up potato from in sink	pick	potato	pick	potato	True
FloorPlan10	turn to your left then turn around to face microwave	go	microwave	go	cabinet	False
FloorPlan10	cook potato in microwave for few second then pick it back up	heat	potato	heat	potato	True
FloorPlan10	turn to your left walk past kitchen counter then turn to face trash can	go	garbagecan	go	garbagecan	True
FloorPlan10	throw potato in trash can	put	garbagecan	put	garbagecan	True
FloorPlan10	turn right to fridge then right to coffee machine	go	countertop	go	coffeemachine	False
FloorPlan10	pick up potato from counter	pick	potato	pick	potato	True
FloorPlan10	turn left to microwave	go	microwave	go	countertop	False
FloorPlan10	heat potato in microwave	heat	potato	heat	potato	True
FloorPlan10	take potato to left at end island near trash can	go	garbagecan	pick	potato	False
FloorPlan10	put potato in trash can	put	garbagecan	put	garbagecan	True
FloorPlan10	turn to your right head towards refrigerator once there turn right continue walking until you reach coffee maker	go	countertop	go	fridge	False
FloorPlan10	pick up potato behind coffee mug on counter top	pick	potato	pick	potato	True
FloorPlan10	turn to your left walk to microwave that just above stove	go	microwave	go	microwave	True
FloorPlan10	place potato in microwave heat it then remove potato from microwave	heat	potato	heat	potato	True
FloorPlan10	turn to your left walk to end kitchen island then turn left again by black garbage can on floor	go	garbagecan	go	countertop	False
FloorPlan10	put heated potato in garbage can on floor	put	garbagecan	put	garbagecan	True
FloorPlan10	go right right again to face counter with coffee maker on it	go	countertop	go	countertop	True
FloorPlan10	pick potato up from counter	pick	potato	pick	potato	True
FloorPlan10	go left face microwave above stove	go	microwave	go	microwave	True
FloorPlan10	put potato in microwave shut door then open door pick potato up shut door	heat	potato	pick	potato	False
FloorPlan10	go left turn around to left to face trash can on floor in front counter	go	garbagecan	go	garbagecan	True
FloorPlan10	put potato in trash can	put	garbagecan	put	garbagecan	True
FloorPlan10	turn left walk to stove top on left side room	go	countertop	go	stoveknob	False
FloorPlan10	pick up pan from stove top	pick	pan	pick	pan	True
FloorPlan10	turn around walk to sink	go	sinkbasin	go	countertop	False
FloorPlan10	put pan in sink rinse it off take it back out sink	clean	pan	pick	pot	False
FloorPlan10	turn around walk to counter top by toaster	go	countertop	go	countertop	True
FloorPlan10	put pan on counter top in front to right toaster	put	countertop	put	countertop	True
FloorPlan10	turn around walk turn right to enter kitchen walk to stove	go	countertop	go	stoveknob	False
FloorPlan10	pick up pan from front right burner stove	pick	pan	pick	pan	True
FloorPlan10	turn around walk to sink	go	sinkbasin	go	countertop	False
FloorPlan10	wash pan in sink pick it up again	clean	pan	pick	papertowelroll	False
FloorPlan10	turn around walk to counter to left sink	go	countertop	go	countertop	True
FloorPlan10	place pan on counter to right toaster	put	countertop	put	countertop	True
FloorPlan10	turn left go to left kitchen island moving forward until you reach stove on left then turn to face stove	go	countertop	go	countertop	True
FloorPlan10	pick up dirty skillet from stove	pick	pan	pick	pot	False
FloorPlan10	turn around to your left go to sink	go	sinkbasin	go	countertop	False
FloorPlan10	wash skillet in sink	clean	pan	pick	glassbottle	False
FloorPlan10	face opposite direction go opposite counter	go	countertop	go	countertop	True
FloorPlan10	put skillet on counter above dishwasher to right toaster	put	countertop	put	countertop	True
FloorPlan10	move right then turn left go forward face stove on left	go	stoveburner	go	stoveknob	False
FloorPlan10	pick up dirty pan on left stove	pick	pan	pick	pan	True
FloorPlan10	turn around bring dirty pan to sink	go	sinkbasin	go	sinkbasin	True
FloorPlan10	wash pan in sink with water	clean	pan	clean	pan	True
FloorPlan10	bring pan back to counter left stove	go	countertop	go	countertop	True
FloorPlan10	put pan on counter next to toaster	put	countertop	put	countertop	True
FloorPlan10	move forward towards gas	go	stoveburner	go	countertop	False
FloorPlan10	pick up pan	pick	pan	pick	pan	True
FloorPlan10	turn around head to sink	go	sinkbasin	go	countertop	False
FloorPlan10	rinse pan inside sink	clean	pan	go	sinkbasin	False
FloorPlan10	turn around to table	go	countertop	go	fridge	False
FloorPlan10	drop pan on table	put	countertop	put	pan	False
FloorPlan10	head across kitchen to stove	go	stoveburner	go	countertop	False
FloorPlan10	pick up pan from stove	pick	pan	pick	pan	True
FloorPlan10	head back to left to sink	go	sinkbasin	go	countertop	False
FloorPlan10	put pan in sink	clean	pan	put	sinkbasin	False
FloorPlan10	turn on water for 4 second take pan out sink	go	countertop	go	cabinet	False
FloorPlan10	turn around put pan on counter	put	countertop	put	countertop	True
FloorPlan10	turn right to face stove	go	stoveburner	go	stoveknob	False
FloorPlan10	pick up pan from front left burner stove	pick	pan	pick	pan	True
FloorPlan10	turn around with pan face sink	go	sinkbasin	go	countertop	False
FloorPlan10	place pan in sink turn on water then remove once washed	clean	pan	heat	mug	False
FloorPlan10	turn back around to stand in front counter to left stove	go	countertop	go	countertop	True
FloorPlan10	place pan on counter to right toaster	put	countertop	put	countertop	True
FloorPlan10	move forward towards sink then turn right face range	go	stoveburner	go	countertop	False
FloorPlan10	pick up pan from range s front left burner	pick	pan	pick	pot	False
FloorPlan10	turn around face sink	go	sinkbasin	go	countertop	False
FloorPlan10	place pan in sink immerse it in water to clean it drain water then pick up pan from sink	clean	pan	pick	pot	False
FloorPlan10	turn around move to dishwasher to right black toaster	go	countertop	go	countertop	True
FloorPlan10	place pan on kitchen counter above dishwasher to right toaster	put	countertop	put	countertop	True
FloorPlan10	walk forward face stove on your right	go	stoveburner	go	stoveknob	False
FloorPlan10	pick up pan from stove	pick	pan	pick	pan	True
FloorPlan10	turn around face sink	go	sinkbasin	go	countertop	False
FloorPlan10	wash pan in sink	clean	pan	clean	plate	False
FloorPlan10	turn around so your back to sink	go	countertop	go	countertop	True
FloorPlan10	put pan on count to left stove	put	countertop	put	stoveburner	False
FloorPlan10	head past right side island to coffee machine on counter	go	cabinet	go	fridge	False
FloorPlan10	open cabinet under coffee machine pick up big bowl in there	pick	bowl	pick	pot	False
FloorPlan10	bring bowl up to counter	go	countertop	go	countertop	True
FloorPlan10	put bowl on counter next to coffee machine	put	countertop	put	countertop	True
FloorPlan10	pick up egg on back counter	pick	egg	pick	egg	True
FloorPlan10	put egg in bowl on counter	put	bowl	put	countertop	False
FloorPlan10	turn to your right go to window at end room then turn left go to cabinet straight ahead below coffee maker	go	cabinet	go	countertop	False
FloorPlan10	open cabinet below coffee maker remove bowl	pick	bowl	pick	bowl	True
FloorPlan10	step closer to cabinet in front you	go	countertop	go	countertop	True
FloorPlan10	set bowl on counter in front you	put	countertop	put	countertop	True
FloorPlan10	pick up egg on counter that furthest to back	pick	egg	pick	egg	True
FloorPlan10	place egg in bowl on counter	put	bowl	put	countertop	False
FloorPlan10	turn right walk forward to wall then turn left walk forward across room to coffee machine on counter	go	cabinet	go	countertop	False
FloorPlan10	open cabinet below coffee machine take out bowl then close cabinet	pick	bowl	pick	bowl	True
FloorPlan10	bend up from cabinet face counter top	go	countertop	go	countertop	True
FloorPlan10	put bowl on counter top in front apple	put	countertop	put	countertop	True
FloorPlan10	pick up egg in back from counter top	pick	egg	pick	egg	True
FloorPlan10	put egg in bowl	put	bowl	put	bowl	True
FloorPlan10	turn to wooden shelf on our right	go	shelf	go	shelf	True
FloorPlan10	pick up tan bowl on third shelf	pick	bowl	pick	bowl	True
FloorPlan10	turn to your right go to refrigerator then make another right go through kitchen to small counter on end to your left with coffee maker on it	go	countertop	go	countertop	True
FloorPlan10	pace bowl on left front corner counter	put	countertop	go	countertop	False
FloorPlan10	pick up egg to left coffee maker	pick	egg	pick	egg	True
FloorPlan10	place egg in bowl on front left corner counter	put	bowl	put	countertop	False
FloorPlan10	move to shelf to right you	go	shelf	go	shelf	True
FloorPlan10	pick up bowl from shelf	pick	bowl	pick	bowl	True
FloorPlan10	move to counter to right stove	go	countertop	go	countertop	True
FloorPlan10	put bowl on counter	put	countertop	put	countertop	True
FloorPlan10	pick up egg from counter	pick	egg	pick	egg	True
FloorPlan10	put egg on bowl on counter	put	bowl	put	countertop	False
FloorPlan10	walk to shelf on your left	go	shelf	go	countertop	False
FloorPlan10	grab plate from second bottom shelf	pick	bowl	pick	plate	False
FloorPlan10	walk to coffee maker on your left	go	countertop	go	countertop	True
FloorPlan10	place cup on counter	put	countertop	put	countertop	True
FloorPlan10	grab potato from counter	pick	egg	pick	potato	False
FloorPlan10	place potato in cup	put	bowl	put	sinkbasin	False
FloorPlan10	turn around then right to go around far said island locate toaster on left side	go	countertop	go	countertop	True
FloorPlan10	pick up egg from counter in front bread	pick	egg	pick	egg	True
FloorPlan10	carry egg to right to coffee machine	go	bowl	go	countertop	False
FloorPlan10	open bottom cabinet place egg in bowl	put	bowl	put	bowl	True
FloorPlan10	pick up bowl from cabinet shut door	pick	bowl	pick	cup	False
FloorPlan10	bring bowl up toward counter	go	countertop	go	cabinet	False
FloorPlan10	place bowl egg on left side counter	put	countertop	put	countertop	True
FloorPlan10	turn around cross room turning right into kitchen	go	countertop	go	stoveknob	False
FloorPlan10	turn to counter pick up egg	pick	egg	pick	egg	True
FloorPlan10	turn right cross kitchen turn right to counter	go	bowl	go	countertop	False
FloorPlan10	open cabinet place egg in bowl	put	bowl	put	bowl	True
FloorPlan10	remove bowl in cabinet	pick	bowl	pick	cup	False
FloorPlan10	while holding egg in bowl close cabinet door	go	countertop	put	microwave	False
FloorPlan10	place bowl on counter	put	countertop	put	countertop	True
FloorPlan10	turn to left twice go forward few step turn right go to refrigerator turn to right take few step turn to left go to counter	go	countertop	go	fridge	False
FloorPlan10	pick up brown ball from counter top	pick	egg	pick	potato	False
FloorPlan10	turn to right go to wall turn to left facing counter	go	bowl	go	countertop	False
FloorPlan10	open up counter cabinet door put brown ball in bowl in cabinet	put	bowl	put	stoveburner	False
FloorPlan10	pick up bowl with brown ball in it close cabinet door	pick	bowl	pick	pot	False
FloorPlan10	look up to counter top	go	countertop	go	countertop	True
FloorPlan10	put bowl with brown ball in it on left bottom corner counter top	put	countertop	put	countertop	True
FloorPlan10	turn around go to end kitchen island then turn left	go	countertop	go	cabinet	False
FloorPlan10	pick up butter knife on kitchen island in front fork	pick	butterknife	pick	butterknife	True
FloorPlan10	turn left go straight then turn left to face stove	go	pan	go	cabinet	False
FloorPlan10	put butter knife in pan on stove	put	pan	put	pan	True
FloorPlan10	pick up pan on stove with butter knife in it	pick	pan	pick	pot	False
FloorPlan10	turn left move forward then turn left to face sink	go	sinkbasin	go	countertop	False
FloorPlan10	put pan in sink	put	sinkbasin	put	sinkbasin	True
FloorPlan10	turn around walk to counter at end on left	go	countertop	go	countertop	True
FloorPlan10	grab knife from counter	pick	butterknife	pick	knife	False
FloorPlan10	turn around to stove	go	pan	go	countertop	False
FloorPlan10	put knife in pan on stove	put	pan	put	pot	False
FloorPlan10	grab pan with knife	pick	pan	pick	pot	False
FloorPlan10	turn around to sink	go	sinkbasin	go	countertop	False
FloorPlan10	put pan in sink	put	sinkbasin	put	sinkbasin	True
FloorPlan10	turn around go to end island	go	countertop	go	countertop	True
FloorPlan10	pick up knife from counter	pick	butterknife	pick	knife	False
FloorPlan10	turn around take knife to stove	go	pan	go	stoveknob	False
FloorPlan10	put knife in pan on front left stove	put	pan	put	pan	True
FloorPlan10	pick up pan knife from stove	pick	pan	pick	pot	False
FloorPlan10	turn around to sink	go	sinkbasin	go	countertop	False
FloorPlan10	put pan knife in sink	put	sinkbasin	put	sinkbasin	True
FloorPlan10	turn left walk to counter to left stove	go	countertop	go	countertop	True
FloorPlan10	pick up knife behind glass vase on counter	pick	butterknife	pick	knife	False
FloorPlan10	walk to pan on stove	go	pan	go	cabinet	False
FloorPlan10	place knife in pan on stove	put	pan	put	pan	True
FloorPlan10	pick up pan on stove	pick	pan	pick	pan	True
FloorPlan10	turn around walk to sink	go	sinkbasin	go	countertop	False
FloorPlan10	place pan in sink	put	sinkbasin	go	sink	False
FloorPlan10	turn to left head to stove	go	countertop	go	stoveknob	False
FloorPlan10	take knife from counter	pick	butterknife	pick	knife	False
FloorPlan10	take couple step to right face stove	go	pan	go	stoveknob	False
FloorPlan10	put knife on plate on stove	put	pan	put	pan	True
FloorPlan10	take plate with knife	pick	pan	pick	plate	False
FloorPlan10	turn around head to sink	go	sinkbasin	go	countertop	False
FloorPlan10	put plate with knife in sink	put	sinkbasin	put	sinkbasin	True
FloorPlan10	turn left into kitchen then turn to your left to face kitchen counter on left stove	go	countertop	go	countertop	True
FloorPlan10	pick up knife off kitchen counter	pick	butterknife	pick	knife	False
FloorPlan10	move step to your right face stove	go	pan	go	stoveknob	False
FloorPlan10	drop knife in to frying pan	put	pan	put	pan	True
FloorPlan10	pick up frying pan with knife in it	pick	pan	pick	plate	False
FloorPlan10	turn right around face sink	go	sinkbasin	go	countertop	False
FloorPlan10	drop frying pan in to sink	put	sinkbasin	put	sinkbasin	True
FloorPlan10	go right right again then right to face counter with tomato on it	go	countertop	go	countertop	True
FloorPlan10	pick knife up from counter	pick	butterknife	pick	knife	False
FloorPlan10	go to left then turn left to face stove	go	pan	go	stoveknob	False
FloorPlan10	put knife in pan	put	pan	put	pan	True
FloorPlan10	pick pan up from stove	pick	pan	pick	pot	False
FloorPlan10	turn around face sink	go	sinkbasin	go	countertop	False
FloorPlan10	put pan in sink	put	sinkbasin	put	sinkbasin	True
FloorPlan10	take step forward then turn right walk towards door hang right walk around kitchen island to to far side	go	countertop	go	countertop	True
FloorPlan10	pick up butter knife off right side kitchen island	pick	butterknife	pick	butterknife	True
FloorPlan10	turn left walk forward then hang left walk up to stove	go	pan	go	stoveknob	False
FloorPlan10	put knife handle down in frying pan that on front left burner stove	put	pan	put	pan	True
FloorPlan10	pick up frying pan with knife in it off stove	pick	pan	pick	pan	True
FloorPlan10	turn left take step forward then turn left again walk up to sink	go	sinkbasin	go	countertop	False
FloorPlan10	put frying pan with knife in it into sink basin to right potato	put	sinkbasin	go	countertop	False
FloorPlan10	turn right turn right walk to refrigerator turn around	go	countertop	go	fridge	False
FloorPlan10	grab knife on counter	pick	butterknife	pick	knife	False
FloorPlan10	turn around walk to stove	go	pan	go	countertop	False
FloorPlan10	put knife in pan on stove	put	pan	put	pot	False
FloorPlan10	grab pan from stove	pick	pan	pick	pot	False
FloorPlan10	turn around to sink	go	sinkbasin	go	countertop	False
FloorPlan10	put pan in sink	put	sinkbasin	put	sinkbasin	True
FloorPlan10	go forward turn right go forward turn left turn left to edge counter	go	countertop	go	countertop	True
FloorPlan10	pick up knife on counter	pick	butterknife	pick	knife	False
FloorPlan10	turn right go to counter to right stove	go	tomato	go	countertop	False
FloorPlan10	slice tomato on counter	slice	tomato	slice	tomato	True
FloorPlan10	turn left go to fridge	go	fridge	go	fridge	True
FloorPlan10	put knife in fridge	put	fridge	put	fridge	True
FloorPlan10	turn right go forward turn left after stove	go	countertop	go	countertop	True
FloorPlan10	pick up tomato slice from counter	pick	tomato	pick	tomato	True
FloorPlan10	turn left go to fridge	go	fridge	go	fridge	True
FloorPlan10	put tomato slice in fridge wait pick up tomato slice from fridge	cool	tomato	pick	tomato	False
FloorPlan10	turn right go forward turn left after stove	go	countertop	go	countertop	True
FloorPlan10	put tomato slice on counter	put	countertop	put	countertop	True
FloorPlan10	turn right then right again face counter to your right	go	countertop	go	countertop	True
FloorPlan10	take knife off counter in front you	pick	butterknife	pick	knife	False
FloorPlan10	turn right face counter in front you	go	tomato	go	countertop	False
FloorPlan10	slice tomato above counter in front you	slice	tomato	slice	tomato	True
FloorPlan10	turn left face fridge to your right	go	fridge	go	fridge	True
FloorPlan10	place knife inside fridge in front you close it	put	fridge	put	fridge	True
FloorPlan10	turn right face counter to your left	go	countertop	go	countertop	True
FloorPlan10	take tomato slice off counter in front you	pick	tomato	pick	tomato	True
FloorPlan10	turn left face fridge to your right	go	fridge	go	fridge	True
FloorPlan10	place tomato inside fridge then take it out	cool	tomato	heat	tomato	False
FloorPlan10	turn right face counter to your left	go	countertop	go	countertop	True
FloorPlan10	place tomato slice on counter in front you	put	countertop	put	countertop	True
FloorPlan10	walk forward turn right walk to far wall turn around to face knife on center island	go	countertop	go	countertop	True
FloorPlan10	pick up knife from center island	pick	butterknife	pick	knife	False
FloorPlan10	walk to counter next to stove	go	tomato	go	countertop	False
FloorPlan10	cut tomato on counter with knife	slice	tomato	slice	tomato	True
FloorPlan10	take knife to fridge	go	fridge	go	fridge	True
FloorPlan10	put knife in fridge	put	fridge	put	fridge	True
FloorPlan10	go back to tomato slice on counter	go	countertop	go	countertop	True
FloorPlan10	pick up tomato slice from counter	pick	tomato	pick	tomato	True
FloorPlan10	take tomato to fridge	go	fridge	go	fridge	True
FloorPlan10	put tomato in fridge take it back out	cool	tomato	heat	tomato	False
FloorPlan10	take tomato slice back to counter it came from	go	countertop	go	countertop	True
FloorPlan10	set tomato slice down on counter	put	countertop	put	countertop	True
FloorPlan10	go forward go around island to counter above dishwasher	go	countertop	go	countertop	True
FloorPlan10	pick up yellow knife from counter	pick	knife	pick	knife	True
FloorPlan10	move right to red tomato on counter between knife spatula	go	tomato	go	countertop	False
FloorPlan10	slice half tomato on counter	slice	tomato	slice	tomato	True
FloorPlan10	place knife on counter in front tomato	put	countertop	put	countertop	True
FloorPlan10	take one slice tomato from counter	pick	tomato	pick	tomato	True
FloorPlan10	turn left go to refrigerator	go	fridge	go	fridge	True
FloorPlan10	remove tomato slice after it s been chilled on middle shelf in refrigerator	cool	tomato	pick	tomato	False
FloorPlan10	turn right go back to counter with sliced tomato on top	go	countertop	go	countertop	True
FloorPlan10	place chilled tomato slice on counter in front rest tomato	put	countertop	put	countertop	True
FloorPlan10	walk to face counter with toaster	go	countertop	go	countertop	True
FloorPlan10	pick up sharp knife from counter	pick	knife	pick	knife	True
FloorPlan10	turn right to face statue on counter	go	tomato	go	cabinet	False
FloorPlan10	cut tomato on counter	slice	tomato	slice	tomato	True
FloorPlan10	put knife on counter	put	countertop	put	countertop	True
FloorPlan10	pick up tomato slice from counter	pick	tomato	pick	tomato	True
FloorPlan10	walk to face fridge	go	fridge	go	fridge	True
FloorPlan10	chill remove tomato slice from fridge	cool	tomato	pick	tomato	False
