scene 	 instruction 	 expected_object 	 expected_affordance 	 actual_object 	 actual_affordance 	 success
FloorPlan10	turn right walk to the counter and turn left	go	countertop	go	countertop	True
FloorPlan10	put the bread on the counter	put	countertop	put	countertop	True
FloorPlan10	move to your left and face the counter right of the sink	go	countertop	go	countertop	True
FloorPlan10	pick up the bread on the counter	pick	bread	pick	bread	True
FloorPlan10	bring the bread to the fridge behind you to the right	go	fridge	go	fridge	True
FloorPlan10	chill the bread in the fridge	cool	bread	go	bread	False
FloorPlan10	bring the cold bread to the counter next to the fridge on the right	go	countertop	go	countertop	True
FloorPlan10	put the cold bread on the counter right of the fridge	put	countertop	put	countertop	True
FloorPlan424	go to the right sink	go	cloth	go	countertop	False
FloorPlan424	pick up the dirty towel next to the sink	pick	cloth	pick	cloth	True
FloorPlan424	turn around and face the sink	go	sinkbasin	go	countertop	False
FloorPlan424	wash the dirty towel in the sink	clean	cloth	pick	cloth	False
FloorPlan424	turn around and face the sink	go	countertop	go	countertop	True
FloorPlan424	place the cleaned towel in the middle of the sink	put	countertop	put	handtowelholder	False
FloorPlan424	walk over to the right side of the sink counter	go	cloth	go	countertop	False
FloorPlan424	pick up the dirty blue rag off of the counter	pick	cloth	pick	toiletpaper	False
FloorPlan424	walk up to the rightmost sink	go	sinkbasin	go	countertop	False
FloorPlan424	put the dirty rag in the sink and turn on the water after a couple second turn the water off and remove the now clean blue rag	clean	cloth	put	sinkbasin	False
FloorPlan424	turn left and walk forward then turn right to face the counter	go	countertop	go	toilet	False
FloorPlan424	put the clean blue rag on the counter in between the two sink	put	countertop	put	countertop	True
FloorPlan424	turn around and face the counter to the right of the sink	go	cloth	go	cabinet	False
FloorPlan424	pick up the cloth from the counter	pick	cloth	pick	toiletpaper	False
FloorPlan424	move to the left and face the sink on the right	go	sinkbasin	go	countertop	False
FloorPlan424	put the cloth in the sink and turn the water on and then off and pick the cloth up from the sink	clean	cloth	put	sinkbasin	False
FloorPlan424	move to the left and face the counter in between the two sink	go	countertop	go	countertop	True
FloorPlan424	put the cloth on the counter between the two sink	put	countertop	put	countertop	True
FloorPlan424	turn around and veer to the rightmost sink	go	cabinet	go	countertop	False
FloorPlan424	open the left cabinet and take out the blue rag	pick	cloth	pick	candle	False
FloorPlan424	look at the sink	go	sinkbasin	go	sinkbasin	True
FloorPlan424	wash the rag in the sink	clean	cloth	pick	cloth	False
FloorPlan424	take a step left	go	countertop	go	showerglass	False
FloorPlan424	place the rag on the counter behind the soap bottle	put	countertop	put	countertop	True
FloorPlan424	turn around and go right to face the sink on the right	go	cabinet	go	sinkbasin	False
FloorPlan424	open the cabinet on the left below the sink on the right and pick up the green cloth	pick	cloth	put	cabinet	False
FloorPlan424	move a bit to the right and face the sink on the right	go	sinkbasin	go	showerglass	False
FloorPlan424	put the cloth in the sink and turn the water on and then off and pick up the cloth again	clean	cloth	put	sinkbasin	False
FloorPlan424	go left and turn to face the counter between the sink	go	countertop	go	countertop	True
FloorPlan424	put the cloth down on the counter between the two sink	put	countertop	put	countertop	True
FloorPlan424	turn around move forward toward the door then turn right to face the sink	go	cabinet	go	countertop	False
FloorPlan424	open the cabinet under the sink to the left take out the rag	pick	cloth	go	cabinet	False
FloorPlan424	turn around step forward then turn back around to face the sink	go	sinkbasin	go	cabinet	False
FloorPlan424	wash the rag in the sink	clean	cloth	pick	cloth	False
FloorPlan424	turn left move forward then turn right to face the counter between the sink	go	countertop	go	showerglass	False
FloorPlan424	put the rag on the counter between the sink behind the soap bottle	put	countertop	put	countertop	True
FloorPlan424	turn left and walk to the counter in between the two sink	go	countertop	go	countertop	True
FloorPlan424	pick up the dirty green washcloth that s in front of you between the sink	pick	cloth	pick	candle	False
FloorPlan424	take a step to your right then a small step backwards	go	sinkbasin	go	showerglass	False
FloorPlan424	wash the wash cloth in the sink and then pick it back up and shut off the water	clean	cloth	heat	handtowel	False
FloorPlan424	move back to where you got the wash cloth from	go	countertop	go	showerglass	False
FloorPlan424	put the wash cloth back where you got it from	put	countertop	put	handtowelholder	False
FloorPlan424	turn to the left and face the counter between the counter between the two sink	go	countertop	go	countertop	True
FloorPlan424	pick the cloth up from the counter	pick	cloth	pick	toiletpaper	False
FloorPlan424	go right and turn to face the sink on the right side of the counter	go	sinkbasin	go	cabinet	False
FloorPlan424	put the cloth in the sink and turn the water on and then off and take the cloth out of the sink	clean	cloth	put	sinkbasin	False
FloorPlan424	move to the left	go	countertop	go	showerglass	False
FloorPlan424	put the cloth down on the counter between the two sink	put	countertop	put	countertop	True
FloorPlan424	turn left and walk to the sink	go	countertop	go	cabinet	False
FloorPlan424	pick up the dirty blue rag	pick	cloth	pick	cloth	True
FloorPlan424	take a step right	go	sinkbasin	go	countertop	False
FloorPlan424	wash the rag in the right sink	clean	cloth	pick	cloth	False
FloorPlan424	take a step left	go	countertop	go	showerglass	False
FloorPlan424	place the rag on the counter between the sink	put	countertop	put	countertop	True
FloorPlan10	turn right and walk up to the kitchen island counter ahead	go	countertop	go	fridge	False
FloorPlan10	grab a butter knife off of the kitchen island counter space there	pick	butterknife	pick	butterknife	True
FloorPlan10	move to the right side of the room past the kitchen island then take a left and walk to the front of the stove ahead on the left	go	cup	go	drawer	False
FloorPlan10	place the knife inside the cabinet above the microwave which is above the stove but place it in a green cup	put	cup	put	cabinet	False
FloorPlan10	pick up the green up from out of the cabinet above the microwave	pick	cup	pick	papertowelroll	False
FloorPlan10	move to the right a bit to face the kitchen counter space to the right of the stove	go	countertop	go	countertop	True
FloorPlan10	place the cup down on the kitchen counter space	put	countertop	put	countertop	True
FloorPlan10	walk to the counter on the right	go	countertop	go	countertop	True
FloorPlan10	pick up the knife in front of the sink on the left side on the counter	pick	butterknife	pick	knife	False
FloorPlan10	turn around head left hang a left at the window turn left walk to the stove on the right and look up at the microwave	go	cup	go	drawer	False
FloorPlan10	open the upper cabinet and put the knife inside the green glass on the left side	put	cup	put	cabinet	False
FloorPlan10	pick up the green glass with the knife inside and close the door	pick	cup	pick	cup	True
FloorPlan10	turn right and walk to the counter with the coffee maker on the left	go	countertop	go	countertop	True
FloorPlan10	put the glass with the knife inside on the counter to the left of the coffee maker	put	countertop	put	countertop	True
FloorPlan10	turn right and take a step to your left then walk to the counter in front of you	go	countertop	go	countertop	True
FloorPlan10	pick up the butter knife that s in front of you	pick	butterknife	pick	butterknife	True
FloorPlan10	turn right and take a step to your right then walk to the window and turn left then walk to the left side of the stove that s off to your left	go	cup	go	countertop	False
FloorPlan10	open the cupboard that s above the left side of the microwave then put the knife in the green cup	put	cup	go	spatula	False
FloorPlan10	pick up the green cup with the knife in it and close the cupboard	pick	cup	pick	cup	True
FloorPlan10	take a few step to your right to face the coffee maker	go	countertop	go	countertop	True
FloorPlan10	put the cup under and to the left of the credit card that s in front of you	put	countertop	put	shelf	False
FloorPlan10	walk to face counter to left of stove	go	countertop	go	drawer	False
FloorPlan10	pick up butter knife from counter	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around to face sink	go	cup	go	countertop	False
FloorPlan10	put knife into green cup inside sink	put	cup	put	cabinet	False
FloorPlan10	pick up green cup from sink basin	pick	cup	pick	papertowelroll	False
FloorPlan10	turn around to face counter top	go	countertop	go	countertop	True
FloorPlan10	put cup on counter top	put	countertop	put	countertop	True
FloorPlan10	turn right move to face the tomato on the counter left of the stove	go	countertop	go	countertop	True
FloorPlan10	pick up the smaller silver knife on the counter	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around bring the knife to the sink	go	cup	go	sinkbasin	False
FloorPlan10	put the knife in the green cup in the sink	put	cup	put	cabinet	False
FloorPlan10	pick up the cup with knife in the sink	pick	cup	pick	cup	True
FloorPlan10	turn around bring the cup to the counter	go	countertop	go	countertop	True
FloorPlan10	put the cup with knife on the counter in front of the spoon and plate	put	countertop	put	countertop	True
FloorPlan10	turn around and walk to the counter on the left of the room on the left side of the stove	go	countertop	go	cabinet	False
FloorPlan10	pick up the butter knife beside the tomato on the counter	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around and move to the sink directly in front of you	go	cup	go	sinkbasin	False
FloorPlan10	put the butter knife into the green cup in the sink	put	cup	go	butterknife	False
FloorPlan10	pick up the green cup with the butter knife in it	pick	cup	pick	cup	True
FloorPlan10	turn around and move to the counter above the dishwasher	go	countertop	go	cabinet	False
FloorPlan10	put the cup with the butter knife down onto the counter above the dishwasher	put	countertop	put	countertop	True
FloorPlan10	walk forward then turn to the left then go forward to the counter and turn right to face it	go	countertop	go	fridge	False
FloorPlan10	pick up the butter knife off of the counter	pick	butterknife	pick	butterknife	True
FloorPlan10	turn to the left then right then left again to the brown shelf	go	cup	go	papertowelroll	False
FloorPlan10	place the knife inside of the green cup on the shelf	put	cup	put	drawer	False
FloorPlan10	pick up the green cup with the knife inside	pick	cup	pick	cup	True
FloorPlan10	turn to the right and go forward turn right again and go to the counter top turn left to face the counter top	go	countertop	go	fridge	False
FloorPlan10	place the green cup and knife on to the counter	put	countertop	put	countertop	True
FloorPlan10	go toward the wall then turn left and go in between the chair then turn left to face the kitchen island	go	countertop	go	fridge	False
FloorPlan10	pick up the rightmost butter knife on the kitchen island	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around and move forward then go to the shelf to your right	go	cup	go	countertop	False
FloorPlan10	put the butter knife in the green cup on the top shelf	put	cup	put	coffeemachine	False
FloorPlan10	pick up the green cup from the top shelf	pick	cup	pick	cup	True
FloorPlan10	turn right and go towards the wall then turn right at the refrigerator and go forward then turn left to face the dishwasher	go	countertop	go	shelf	False
FloorPlan10	put the green cup on the counter above the dishwasher	put	countertop	put	countertop	True
FloorPlan10	walk towards the wall then hang a left and walk towards the window turn left and walk up to the kitchen island	go	countertop	go	shelf	False
FloorPlan10	pick up the rightmost butter knife off of the kitchen island in front of you	pick	butterknife	pick	butterknife	True
FloorPlan10	turn around and walk forward then hang a right and walk over to the wooden shelving unit against the wall	go	cup	go	drawer	False
FloorPlan10	put the butter knife in the green cup on the top shelf of the wooden shelving unit	put	cup	put	coffeemachine	False
FloorPlan10	pick up the green cup with the butter knife in it	pick	cup	pick	cup	True
FloorPlan10	turn right and walk forward then hang a right and walk over to the counter where the toaster is	go	countertop	go	shelf	False
FloorPlan10	put the green cup with the butter knife in it on the counter in front of the golden statue	put	countertop	put	countertop	True
FloorPlan219	turn right then head towards the desk	go	cabinet	go	sidetable	False
FloorPlan219	open the left door in the desk	pick	vase	go	shelf	False
FloorPlan219	pick up the brass candy dish inside then close the door	go	floorlamp	pick	vase	False
FloorPlan219	turn left then turn on the lamp against the wall	toggle	floorlamp	go	floorlamp	False
FloorPlan219	walk towards the door then hang a right and walk over to the wooden dresser	go	cabinet	go	sidetable	False
FloorPlan219	open the leftmost cabinet door below the dresser and take out the golden vase then close the door	pick	vase	go	laptop	False
FloorPlan219	turn left and walk over to the wall then turn right and walk up to the tall lamp to the left of the dresser	go	floorlamp	go	dresser	False
FloorPlan219	turn on the light of the tall lamp	toggle	floorlamp	go	floorlamp	False
FloorPlan219	move to the bottom left side of the cabinet	go	cabinet	go	shelf	False
FloorPlan219	pick up the gold vase in the cabinet	pick	vase	pick	vase	True
FloorPlan219	carry the gold vase to the floor lamp on the right	go	floorlamp	go	floorlamp	True
FloorPlan219	turn on the lamp	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	turn left walk to the cabinet	go	cabinet	go	dresser	False
FloorPlan219	open the second door from the right take the vase out	pick	vase	pick	pillow	False
FloorPlan219	turn right walk to the corner	go	floorlamp	go	sidetable	False
FloorPlan219	turn on the lamp on the end table	toggle	floorlamp	go	floorlamp	False
FloorPlan219	move to the middle wood cupboard of the wood table	go	cabinet	go	sidetable	False
FloorPlan219	open the middle cupboard remove the gold vase in the cupboard shut the cupboard	pick	vase	pick	vase	True
FloorPlan219	carry the gold vase to the floor lamp on the left	go	floorlamp	go	floorlamp	True
FloorPlan219	turn on the lamp	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	move to the end table dresser to the left of the blue arm chair	go	cabinet	go	sidetable	False
FloorPlan219	pick up a vase from the cabinet	pick	vase	pick	vase	True
FloorPlan219	move to the lamp to the right	go	floorlamp	go	sidetable	False
FloorPlan219	turn on the lamp	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	head forward to the couch at the couch take a right and walk to the white shelf ahead of you then take a step to the left and continue to face the white shelf the one directly to the left of the white safe	go	shelf	go	sofa	False
FloorPlan219	pick up the golden vase that is sitting on the shelf	pick	vase	pick	vase	True
FloorPlan219	turn around and cross the room to the blue armchair then turn right to face the tall floor lamp	go	floorlamp	go	dresser	False
FloorPlan219	lift up the vase and turn on the lamp	toggle	floorlamp	toggle	floorlamp	True
FloorPlan219	go forward and the to the right to face the white shelf with the gold vase	go	shelf	go	sidetable	False
FloorPlan219	pick the vase up from the shelf	pick	vase	pick	vase	True
FloorPlan219	turn around and cross the room to face the lamp to the right of the blue chair	go	floorlamp	go	sidetable	False
FloorPlan219	turn the lamp on	toggle	floorlamp	go	floorlamp	False
FloorPlan219	walk straight to the couch in front of you then turn to your right and go to the white book shelf in front of you	go	shelf	go	sofa	False
FloorPlan219	pick up the gold vase on the left side of the white shelf	pick	vase	pick	vase	True
FloorPlan219	turn around and walk across the room to the lamp between the blue and white couch	go	floorlamp	go	sidetable	False
FloorPlan219	turn on the lamp in the corner of the room	toggle	floorlamp	go	floorlamp	False
FloorPlan10	go to the right and walk to the fridge hang a right and go to the counter between the dishwasher and stove	go	countertop	go	fridge	False
FloorPlan10	pick up the potato that is on the counter	pick	potato	pick	potato	True
FloorPlan10	go right to the microwave raise the potato up	go	microwave	go	microwave	True
FloorPlan10	put the potato in the microwave turn it on to cook remove the potato	heat	potato	go	potato	False
FloorPlan10	go left towards toward the fridge then hang a left go to the garbage can	go	garbagecan	go	fridge	False
FloorPlan10	put the potato in the garbage can	put	garbagecan	put	garbagecan	True
FloorPlan10	cross the room to the right and go right again at the fridge to turn and face the statue on the counter to the right	go	countertop	go	shelf	False
FloorPlan10	pick the potato up from the left of the statue on the counter	pick	potato	pick	potato	True
FloorPlan10	go to the right and stand in front of the microwave over the stove	go	microwave	go	drawer	False
FloorPlan10	put the potato in the microwave and turn it on and then off and take the potato out and shut the door	heat	potato	go	potato	False
FloorPlan10	go left and then left again to turn and face the black trash can	go	garbagecan	go	cabinet	False
FloorPlan10	put the potato in the trash can	put	garbagecan	put	garbagecan	True
FloorPlan10	turn right and walk towards the refrigerator turn right walk to the counter on the left with the potato on it	go	countertop	go	fridge	False
FloorPlan10	pick up one potato from the counter	pick	potato	pick	potato	True
FloorPlan10	go to the stove on your right look up at the microwave	go	microwave	go	stoveknob	False
FloorPlan10	cook the potato in the microwave remove the potato from the microwave	heat	potato	pick	potato	False
FloorPlan10	turn left and walk to the refrigerator turn left and walk to the black trash can	go	garbagecan	go	fridge	False
FloorPlan10	put the potato inside the trash can	put	garbagecan	put	garbagecan	True
FloorPlan10	walk to the sink on your left	go	sinkbasin	go	countertop	False
FloorPlan10	pick up the potato from the sink	pick	potato	pick	potato	True
FloorPlan10	turn left and walk to the microwave above the stove	go	microwave	go	plate	False
FloorPlan10	microwave the potato and then pick the potato up from the microwave	heat	potato	clean	cup	False
FloorPlan10	turn left and walk to the black trash can next to the counter	go	garbagecan	go	fork	False
FloorPlan10	place the potato in the black trash can	put	garbagecan	heat	cup	False
FloorPlan10	move forward and face the kitchen sink on your left	go	sinkbasin	go	countertop	False
FloorPlan10	pick up the potato that is in the sink	pick	potato	pick	potato	True
FloorPlan10	turn around to face the microwave that is above the stove behind you	go	microwave	pick	cup	False
FloorPlan10	place the potato between the two cup in the microwave and heat it before pulling it back out	heat	potato	heat	cup	False
FloorPlan10	turn left walk until you reach the end of the kitchen island then hang a left to face the trash bin	go	garbagecan	go	drawer	False
FloorPlan10	place the potato in the trash bin	put	garbagecan	heat	cup	False
FloorPlan10	walk forward and then turn left at the sink	go	sinkbasin	go	sinkbasin	True
FloorPlan10	pick up a potato from in the sink	pick	potato	pick	potato	True
FloorPlan10	turn to your left and then turn around to face the microwave	go	microwave	go	cabinet	False
FloorPlan10	cook the potato in the microwave for a few second and then pick it back up	heat	potato	pick	potato	False
FloorPlan10	turn to your left walk past the kitchen counter and then turn to face the trash can	go	garbagecan	go	countertop	False
FloorPlan10	throw the potato in the trash can	put	garbagecan	put	garbagecan	True
FloorPlan10	turn right to the fridge then right to the coffee machine	go	countertop	go	fridge	False
FloorPlan10	pick up a potato from the counter	pick	potato	pick	potato	True
FloorPlan10	turn left to the microwave	go	microwave	go	tomato	False
FloorPlan10	heat the potato in the microwave	heat	potato	heat	potato	True
FloorPlan10	take the potato to the left at the end of the island near the trash can	go	garbagecan	pick	potato	False
FloorPlan10	put the potato in the trash can	put	garbagecan	put	garbagecan	True
FloorPlan10	turn to your right and head towards the refrigerator once there turn right and continue walking until you reach the coffee maker	go	countertop	go	potato	False
FloorPlan10	pick up the potato behind the coffee mug on the counter top	pick	potato	pick	potato	True
FloorPlan10	turn to your left and walk to the microwave that is just above the stove	go	microwave	go	tomato	False
FloorPlan10	place the potato in the microwave heat it then remove the potato from the microwave	heat	potato	heat	potato	True
FloorPlan10	turn to your left and walk to the end of the kitchen island then turn left again by the black garbage can on the floor	go	garbagecan	go	drawer	False
FloorPlan10	put the heated potato in the garbage can on the floor	put	garbagecan	put	garbagecan	True
FloorPlan10	go right and the right again to face the counter with the coffee maker on it	go	countertop	go	drawer	False
FloorPlan10	pick the potato up from the counter	pick	potato	pick	potato	True
FloorPlan10	go left and face the microwave above the stove	go	microwave	go	microwave	True
FloorPlan10	put the potato in the microwave and shut the door and then open the door and pick the potato up and shut the door	heat	potato	put	microwave	False
FloorPlan10	go left and turn around to the left to face the trash can on the floor in front of the counter	go	garbagecan	go	garbagecan	True
FloorPlan10	put the potato in the trash can	put	garbagecan	put	garbagecan	True
FloorPlan10	turn left and walk to the stove top on the left side of the room	go	countertop	pick	pot	False
FloorPlan10	pick up the pan from the stove top	pick	pan	pick	pot	False
FloorPlan10	turn around and walk to the sink	go	sinkbasin	go	cabinet	False
FloorPlan10	put the pan in the sink rinse it off and take it back out of the sink	clean	pan	cool	vase	False
FloorPlan10	turn around and walk to the counter top by the toaster	go	countertop	go	cabinet	False
FloorPlan10	put the pan on the counter top in front of and to the right of the toaster	put	countertop	put	countertop	True
FloorPlan10	turn around walk turn right to enter the kitchen and walk to the stove	go	countertop	go	shelf	False
FloorPlan10	pick up the pan from the front right burner of the stove	pick	pan	pick	pot	False
FloorPlan10	turn around and walk to the sink	go	sinkbasin	go	countertop	False
FloorPlan10	wash the pan in the sink and pick it up again	clean	pan	pick	pan	False
FloorPlan10	turn around and walk to the counter to the left of the sink	go	countertop	go	cabinet	False
FloorPlan10	place the pan on the counter to the right of the toaster	put	countertop	put	countertop	True
FloorPlan10	turn left and go to the left of the kitchen island moving forward until you reach the stove on the left then turn to face the stove	go	countertop	go	countertop	True
FloorPlan10	pick up the dirty skillet from the stove	pick	pan	pick	pan	True
FloorPlan10	turn around to your left and go to the sink	go	sinkbasin	go	countertop	False
FloorPlan10	wash the skillet in the sink	clean	pan	pick	pot	False
FloorPlan10	face the opposite direction and go the the opposite counter	go	countertop	go	drawer	False
FloorPlan10	put the skillet on the counter above the dishwasher to the right of the toaster	put	countertop	go	countertop	False
FloorPlan10	move right then turn left go forward face the stove on the left	go	stoveburner	go	countertop	False
FloorPlan10	pick up the dirty pan on the left of the stove	pick	pan	pick	pan	True
FloorPlan10	turn around bring the dirty pan to the sink	go	sinkbasin	go	sinkbasin	True
FloorPlan10	wash the pan in the sink with water	clean	pan	pick	pot	False
FloorPlan10	bring the pan back to the counter left of the stove	go	countertop	go	countertop	True
FloorPlan10	put the pan on the counter next to the toaster	put	countertop	put	countertop	True
FloorPlan10	move forward towards the gas	go	stoveburner	go	countertop	False
FloorPlan10	pick up the pan	pick	pan	pick	pot	False
FloorPlan10	turn around and head to the sink	go	sinkbasin	go	countertop	False
FloorPlan10	rinse the pan inside the sink	clean	pan	clean	pot	False
FloorPlan10	turn around to the table	go	countertop	go	coffeemachine	False
FloorPlan10	drop the pan on the table	put	countertop	go	vase	False
FloorPlan10	head across the kitchen to the stove	go	stoveburner	go	countertop	False
FloorPlan10	pick up the pan from the stove	pick	pan	pick	pot	False
FloorPlan10	head back to the left to the sink	go	sinkbasin	go	countertop	False
FloorPlan10	put the pan in the sink	clean	pan	put	sinkbasin	False
FloorPlan10	turn on the water for 4 second take the pan out of the sink	go	countertop	go	cabinet	False
FloorPlan10	turn around put the pan on the counter	put	countertop	put	countertop	True
FloorPlan10	turn right to face the stove	go	stoveburner	go	stoveknob	False
FloorPlan10	pick up the pan from the front left burner of the stove	pick	pan	pick	pot	False
FloorPlan10	turn around with the pan and face the sink	go	sinkbasin	go	cabinet	False
FloorPlan10	place the pan in the sink turn on the water and then remove once washed	clean	pan	put	sinkbasin	False
FloorPlan10	turn back around to stand in front of the counter to the left of the stove	go	countertop	go	drawer	False
FloorPlan10	place the pan on the counter to the right of the toaster	put	countertop	put	countertop	True
FloorPlan10	move forward towards the sink then turn right and face the range	go	stoveburner	go	sinkbasin	False
FloorPlan10	pick up the pan from the range s front left burner	pick	pan	pick	pot	False
FloorPlan10	turn around and face the sink	go	sinkbasin	go	countertop	False
FloorPlan10	place the pan in the sink immerse it in water to clean it drain the water then pick up the pan from the sink	clean	pan	put	sinkbasin	False
FloorPlan10	turn around and move to the dishwasher to the right of the black toaster	go	countertop	go	cabinet	False
FloorPlan10	place the pan on the kitchen counter above the dishwasher and to the right of the toaster	put	countertop	put	countertop	True
FloorPlan10	walk forward and face the stove on your right	go	stoveburner	go	countertop	False
FloorPlan10	pick up the pan from the stove	pick	pan	pick	pot	False
FloorPlan10	turn around and face the sink	go	sinkbasin	go	countertop	False
FloorPlan10	wash the pan in the sink	clean	pan	clean	plate	False
FloorPlan10	turn around so your back is to the sink	go	countertop	go	cabinet	False
FloorPlan10	put the pan on the count to the left of the stove	put	countertop	put	pot	False
FloorPlan10	head past the right side of the island to the coffee machine on the counter	go	cabinet	slice	bread	False
FloorPlan10	open the cabinet under the coffee machine and pick up the big bowl in there	pick	bowl	pick	statue	False
FloorPlan10	bring the bowl up to the counter	go	countertop	go	countertop	True
FloorPlan10	put the bowl on the counter next to the coffee machine	put	countertop	put	countertop	True
FloorPlan10	pick up the egg on the back of the counter	pick	egg	pick	potato	False
FloorPlan10	put the egg in the bowl on the counter	put	bowl	put	countertop	False
FloorPlan10	turn to your right and go to the window at the end of the room then turn left and go to the cabinet straight ahead below the coffee maker	go	cabinet	go	sinkbasin	False
FloorPlan10	open the cabinet below the coffee maker and remove a bowl	pick	bowl	pick	spatula	False
FloorPlan10	step closer to the cabinet in front of you	go	countertop	go	cabinet	False
FloorPlan10	set the bowl on the counter in front of you	put	countertop	put	countertop	True
FloorPlan10	pick up the egg on the counter that is the furthest to the back	pick	egg	pick	potato	False
FloorPlan10	place the egg in the bowl on the counter	put	bowl	put	countertop	False
FloorPlan10	turn right walk forward to the wall then turn left and walk forward across the room to the coffee machine on the counter	go	cabinet	go	countertop	False
FloorPlan10	open the cabinet below the coffee machine and take out the bowl then close the cabinet	pick	bowl	pick	spoon	False
FloorPlan10	bend up from the cabinet and face the counter top	go	countertop	go	cabinet	False
FloorPlan10	put the bowl on the counter top in front of the apple	put	countertop	put	countertop	True
FloorPlan10	pick up the egg in the back from the counter top	pick	egg	pick	potato	False
FloorPlan10	put the egg in the bowl	put	bowl	put	fridge	False
FloorPlan10	turn to the wooden shelf on our right	go	shelf	go	shelf	True
FloorPlan10	pick up the tan bowl on the third shelf	pick	bowl	pick	vase	False
FloorPlan10	turn to your right and go to the refrigerator then make another right and go through the kitchen to the small counter on the end to your left with the coffee maker on it	go	countertop	go	fridge	False
FloorPlan10	pace the bowl on the left front corner of the counter	put	countertop	put	bowl	False
FloorPlan10	pick up the egg to the left of the coffee maker	pick	egg	pick	papertowelroll	False
FloorPlan10	place the egg in the bowl on the front left corner of the counter	put	bowl	put	garbagecan	False
FloorPlan10	move to the shelf to the right of you	go	shelf	go	shelf	True
FloorPlan10	pick up a bowl from the shelf	pick	bowl	pick	bowl	True
FloorPlan10	move to the counter to the right of the stove	go	countertop	go	countertop	True
FloorPlan10	put the bowl on the counter	put	countertop	put	countertop	True
FloorPlan10	pick up a egg from the counter	pick	egg	pick	papertowelroll	False
FloorPlan10	put the egg on the bowl on the counter	put	bowl	put	countertop	False
FloorPlan10	walk to the shelf on your left	go	shelf	go	shelf	True
FloorPlan10	grab a plate from the second bottom shelf	pick	bowl	pick	plate	False
FloorPlan10	walk to the coffee maker on your left	go	countertop	go	drawer	False
FloorPlan10	place the cup on the counter	put	countertop	put	countertop	True
FloorPlan10	grab a potato from the counter	pick	egg	pick	potato	False
FloorPlan10	place the potato in the cup	put	bowl	put	garbagecan	False
FloorPlan10	turn around and then right to go around the far said of the island locate the toaster on the left side	go	countertop	go	cabinet	False
FloorPlan10	pick up the egg from the counter in front of the bread	pick	egg	pick	potato	False
FloorPlan10	carry the egg to the right to the coffee machine	go	bowl	go	coffeemachine	False
FloorPlan10	open the bottom cabinet and place the egg in a bowl	put	bowl	put	cabinet	False
FloorPlan10	pick up the bowl from the cabinet and shut the door	pick	bowl	pick	vase	False
FloorPlan10	bring the bowl up toward the counter	go	countertop	go	countertop	True
FloorPlan10	place the bowl and egg on the left side of the counter	put	countertop	put	shelf	False
FloorPlan10	turn around and cross the room turning right into the kitchen	go	countertop	go	drawer	False
FloorPlan10	turn to the counter and pick up the egg	pick	egg	pick	potato	False
FloorPlan10	turn right and cross the kitchen turn right to the counter	go	bowl	go	countertop	False
FloorPlan10	open the cabinet and place egg in bowl	put	bowl	put	cabinet	False
FloorPlan10	remove bowl in the cabinet	pick	bowl	pick	vase	False
FloorPlan10	while holding the egg in the bowl close the cabinet door	go	countertop	go	countertop	True
FloorPlan10	place the bowl on the counter	put	countertop	put	countertop	True
FloorPlan10	turn to the left twice and go forward a few step and turn right and go to the refrigerator and turn to the right and take a few step and turn to the left and go to the counter	go	countertop	go	countertop	True
FloorPlan10	pick up the brown ball from the counter top	pick	egg	pick	papertowelroll	False
FloorPlan10	turn to the right and go to the wall and turn to the left facing the counter	go	bowl	go	countertop	False
FloorPlan10	open up the counter cabinet door and put the brown ball in the bowl in the cabinet	put	bowl	put	countertop	False
FloorPlan10	pick up the bowl with the brown ball in it and close the cabinet door	pick	bowl	pick	bowl	True
FloorPlan10	look up to the counter top	go	countertop	go	countertop	True
FloorPlan10	put the bowl with the brown ball in it on the left bottom corner of the counter top	put	countertop	put	stoveburner	False
FloorPlan10	turn around go to the end of the kitchen island then turn left	go	countertop	go	garbagecan	False
FloorPlan10	pick up the butter knife on the kitchen island in front of the fork	pick	butterknife	pick	butterknife	True
FloorPlan10	turn left go straight then turn left to face the stove	go	pan	go	papertowelroll	False
FloorPlan10	put the butter knife in the pan on the stove	put	pan	put	countertop	False
FloorPlan10	pick up the pan on the stove with the butter knife in it	pick	pan	pick	vase	False
FloorPlan10	turn left move forward then turn left to face the sink	go	sinkbasin	go	vase	False
FloorPlan10	put the pan in the sink	put	sinkbasin	put	sinkbasin	True
FloorPlan10	turn around walk to the counter at the end on the left	go	countertop	go	drawer	False
FloorPlan10	grab the knife from the counter	pick	butterknife	pick	knife	False
FloorPlan10	turn around to the stove	go	pan	go	stoveknob	False
FloorPlan10	put the knife in the pan on the stove	put	pan	put	drawer	False
FloorPlan10	grab the pan with the knife	pick	pan	pick	pot	False
FloorPlan10	turn around to the sink	go	sinkbasin	go	countertop	False
FloorPlan10	put the pan in the sink	put	sinkbasin	put	sinkbasin	True
FloorPlan10	turn around and go to the end of the island	go	countertop	go	drawer	False
