scene 	 instruction 	 expected_object 	 expected_affordance 	 actual_object 	 actual_affordance 	 success
FloorPlan25		go	countertop	go	sink	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		put	knife	put	sinkbasin	False
FloorPlan25		pick	plate	put	cabinet	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	plate	put	sinkbasin	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	knife	put	sinkbasin	False
FloorPlan25		put	knife	open	cabinet	False
FloorPlan25		pick	plate	close	cabinet	False
FloorPlan25		go	sinkbasin	go	sink	False
FloorPlan25		put	plate	put	sinkbasin	False
FloorPlan25		go	countertop	go	knife	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		put	knife	put	cabinet	False
FloorPlan25		pick	plate	pick	pan	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	plate	put	pan	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		go	plate	put	sinkbasin	False
FloorPlan25		put	knife	put	cabinet	False
FloorPlan25		pick	plate	put	cabinet	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	plate	put	sinkbasin	False
FloorPlan25		go	countertop	break	window	False
FloorPlan25		pick	knife	go	countertop	False
FloorPlan25		go	plate	go	knife	False
FloorPlan25		put	knife	break	window	False
FloorPlan25		pick	plate	open	cabinet	False
FloorPlan25		go	sinkbasin	put	pan	False
FloorPlan25		put	plate	put	sinkbasin	False
FloorPlan25		go	countertop	go	stoveburner	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		go	plate	go	sinkbasin	False
FloorPlan25		put	knife	open	cabinet	False
FloorPlan25		pick	plate	put	cabinet	False
FloorPlan25		go	sinkbasin	put	plate	False
FloorPlan25		put	plate	put	plate	True
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		go	plate	put	sinkbasin	False
FloorPlan25		put	knife	open	drawer	False
FloorPlan25		pick	plate	pick	pan	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	plate	put	pan	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	knife	put	countertop	False
FloorPlan25		go	plate	put	sinkbasin	False
FloorPlan25		put	knife	put	sinkbasin	False
FloorPlan25		pick	plate	close	drawer	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	plate	put	plate	True
FloorPlan25		go	cabinet	go	countertop	False
FloorPlan25		pick	bowl	open	drawer	False
FloorPlan25		go	fridge	open	fridge	False
FloorPlan25		cool	bowl	close	fridge	False
FloorPlan25		go	microwave	open	fridge	False
FloorPlan25		put	bowl	close	fridge	False
FloorPlan25		go	cabinet	go	countertop	False
FloorPlan25		pick	bowl	put	countertop	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		cool	bowl	open	fridge	False
FloorPlan25		go	microwave	open	fridge	False
FloorPlan25		put	bowl	open	microwave	False
FloorPlan25		go	cabinet	put	countertop	False
FloorPlan25		pick	bowl	open	cabinet	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		cool	bowl	put	fridge	False
FloorPlan25		go	microwave	put	countertop	False
FloorPlan25		put	bowl	put	microwave	False
FloorPlan25		go	cabinet	go	sinkbasin	False
FloorPlan25		pick	bowl	put	drawer	False
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	bowl	put	fridge	False
FloorPlan25		go	microwave	go	sinkbasin	False
FloorPlan25		put	bowl	put	microwave	False
FloorPlan25		go	cabinet	go	sinkbasin	False
FloorPlan25		pick	bowl	open	cabinet	False
FloorPlan25		go	fridge	go	faucet	False
FloorPlan25		cool	bowl	close	fridge	False
FloorPlan25		go	microwave	go	sinkbasin	False
FloorPlan25		put	bowl	open	fridge	False
FloorPlan25		go	cabinet	go	sinkbasin	False
FloorPlan25		pick	bowl	close	drawer	False
FloorPlan25		go	fridge	go	window	False
FloorPlan25		cool	bowl	close	fridge	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		put	bowl	open	microwave	False
FloorPlan25		go	cabinet	go	window	False
FloorPlan25		pick	bowl	open	cabinet	False
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		cool	bowl	close	fridge	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	bowl	open	microwave	False
FloorPlan25		go	cabinet	put	cabinet	False
FloorPlan25		pick	bowl	open	cabinet	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		cool	bowl	open	fridge	False
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		put	bowl	open	microwave	False
FloorPlan25		go	cabinet	put	stoveburner	False
FloorPlan25		pick	bowl	open	cabinet	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		cool	bowl	open	fridge	False
FloorPlan25		go	microwave	break	window	False
FloorPlan25		put	bowl	put	microwave	False
FloorPlan25		go	cabinet	go	countertop	False
FloorPlan25		pick	bowl	open	cabinet	False
FloorPlan25		go	fridge	go	countertop	False
FloorPlan25		cool	bowl	close	fridge	False
FloorPlan25		go	microwave	go	sinkbasin	False
FloorPlan25		put	bowl	open	microwave	False
FloorPlan25		go	microwave	close	microwave	False
FloorPlan25		pick	bowl	open	microwave	False
FloorPlan25		go	fridge	close	microwave	False
FloorPlan25		cool	bowl	close	fridge	False
FloorPlan25		go	microwave	open	microwave	False
FloorPlan25		put	bowl	put	microwave	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		pick	bowl	put	microwave	False
FloorPlan25		go	fridge	go	faucet	False
FloorPlan25		cool	bowl	put	countertop	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	bowl	put	microwave	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		pick	bowl	put	bowl	False
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	bowl	break	bowl	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	bowl	put	bowl	True
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		pick	bowl	put	bowl	False
FloorPlan25		go	fridge	go	countertop	False
FloorPlan25		cool	bowl	put	fridge	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		put	bowl	put	bowl	True
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		pick	bowl	open	microwave	False
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	bowl	put	fridge	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		put	bowl	open	microwave	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	butterknife	pick	butterknife	True
FloorPlan25		go	lettuce	put	sinkbasin	False
FloorPlan25		slice	lettuce	slice	bread	False
FloorPlan25		go	cabinet	put	sinkbasin	False
FloorPlan25		put	butterknife	open	drawer	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		pick	lettuce	pick	bread	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		cool	lettuce	close	fridge	False
FloorPlan25		go	garbagecan	put	garbagecan	False
FloorPlan25		put	lettuce	slice	lettuce	False
FloorPlan25		go	countertop	break	window	False
FloorPlan25		pick	butterknife	pick	bread	False
FloorPlan25		go	lettuce	put	sinkbasin	False
FloorPlan25		slice	lettuce	slice	potato	False
FloorPlan25		go	cabinet	put	countertop	False
FloorPlan25		put	butterknife	open	cabinet	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		pick	lettuce	pick	bread	False
FloorPlan25		go	fridge	go	faucet	False
FloorPlan25		cool	lettuce	open	fridge	False
FloorPlan25		go	garbagecan	put	garbagecan	False
FloorPlan25		put	lettuce	go	potato	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	bread	False
FloorPlan25		go	lettuce	go	sinkbasin	False
FloorPlan25		slice	lettuce	slice	potato	False
FloorPlan25		go	cabinet	put	sinkbasin	False
FloorPlan25		put	butterknife	put	countertop	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		pick	lettuce	slice	potato	False
FloorPlan25		go	fridge	go	window	False
FloorPlan25		cool	lettuce	put	fridge	False
FloorPlan25		go	garbagecan	put	garbagecan	False
FloorPlan25		put	lettuce	put	garbagecan	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		clean	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		clean	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	butterknife	pick	spoon	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		clean	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	butterknife	put	countertop	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	butterknife	close	microwave	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		clean	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	go	knife	False
FloorPlan25		put	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		clean	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	close	microwave	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		clean	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	put	sinkbasin	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		clean	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	go	sink	False
FloorPlan25		put	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		clean	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		clean	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	butterknife	put	sinkbasin	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	mug	put	coffeemachine	False
FloorPlan25		go	fridge	break	window	False
FloorPlan25		cool	mug	put	fridge	False
FloorPlan25		go	coffeemachine	put	coffeemachine	False
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	mug	pick	mug	True
FloorPlan25		go	fridge	go	countertop	False
FloorPlan25		cool	mug	close	fridge	False
FloorPlan25		go	coffeemachine	go	countertop	False
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	mug	pick	mug	True
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		cool	mug	break	mug	False
FloorPlan25		go	coffeemachine	put	coffeemachine	False
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	mug	pick	mug	True
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		cool	mug	go	fridge	False
FloorPlan25		go	coffeemachine	go	bowl	False
FloorPlan25		put	mug	put	countertop	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	mug	pick	mug	True
FloorPlan25		go	fridge	go	countertop	False
FloorPlan25		cool	mug	close	fridge	False
FloorPlan25		go	coffeemachine	go	cabinet	False
FloorPlan25		put	mug	go	cabinet	False
FloorPlan25		go	countertop	go	window	False
FloorPlan25		pick	mug	put	coffeemachine	False
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		cool	mug	break	mug	False
FloorPlan25		go	coffeemachine	put	coffeemachine	False
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	mug	pick	mug	True
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		cool	mug	go	fridge	False
FloorPlan25		go	coffeemachine	go	countertop	False
FloorPlan25		put	mug	put	countertop	False
FloorPlan25		go	countertop	break	window	False
FloorPlan25		pick	mug	pick	mug	True
FloorPlan25		go	fridge	go	window	False
FloorPlan25		cool	mug	close	fridge	False
FloorPlan25		go	coffeemachine	go	countertop	False
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	cup	break	window	False
FloorPlan25		put	butterknife	put	cup	False
FloorPlan25		pick	cup	pick	cup	True
FloorPlan25		go	sinkbasin	go	sink	False
FloorPlan25		put	cup	put	cup	True
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	cup	put	countertop	False
FloorPlan25		put	butterknife	put	cup	False
FloorPlan25		pick	cup	pick	knife	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	cup	break	cup	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	cup	put	countertop	False
FloorPlan25		put	butterknife	put	cup	False
FloorPlan25		pick	cup	pick	cup	True
FloorPlan25		go	sinkbasin	go	sink	False
FloorPlan25		put	cup	break	cup	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		put	butterknife	open	cabinet	False
FloorPlan25		pick	cup	close	cabinet	False
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		put	cup	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		go	cup	go	faucet	False
FloorPlan25		put	butterknife	put	fridge	False
FloorPlan25		pick	cup	close	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	cup	put	sinkbasin	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	butterknife	pick	bread	False
FloorPlan25		go	cup	close	fridge	False
FloorPlan25		put	butterknife	open	fridge	False
FloorPlan25		pick	cup	close	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	cup	put	sinkbasin	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	egg	break	egg	False
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	egg	put	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	egg	close	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	egg	put	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	fridge	go	window	False
FloorPlan25		cool	egg	put	fridge	False
FloorPlan25		go	sinkbasin	go	sink	False
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	fridge	go	faucet	False
FloorPlan25		cool	egg	break	egg	False
FloorPlan25		go	sinkbasin	go	sink	False
FloorPlan25		put	egg	break	egg	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		cool	egg	break	window	False
FloorPlan25		go	sinkbasin	go	sink	False
FloorPlan25		put	egg	break	egg	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	egg	break	egg	False
FloorPlan25		go	fridge	go	egg	False
FloorPlan25		cool	egg	put	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		cool	egg	close	fridge	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	egg	pick	egg	True
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	egg	pick	egg	False
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		put	egg	put	sinkbasin	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	butterknife	put	countertop	False
FloorPlan25		slice	tomato	put	countertop	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	butterknife	pick	knife	False
FloorPlan25		slice	tomato	slice	tomato	True
FloorPlan25		go	countertop	go	drawer	False
FloorPlan25		pick	butterknife	pick	bread	False
FloorPlan25		slice	tomato	go	knife	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	knife	put	sinkbasin	False
FloorPlan25		go	tomato	put	countertop	False
FloorPlan25		slice	tomato	put	countertop	False
FloorPlan25		go	countertop	break	window	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		go	tomato	put	countertop	False
FloorPlan25		slice	tomato	put	microwave	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	knife	put	countertop	False
FloorPlan25		slice	tomato	put	countertop	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	knife	pick	knife	True
FloorPlan25		slice	tomato	slice	tomato	True
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	knife	put	sinkbasin	False
FloorPlan25		slice	tomato	put	countertop	False
FloorPlan25		go	countertop	put	drawer	False
FloorPlan25		pick	bread	pick	bread	True
FloorPlan25		go	fridge	break	window	False
FloorPlan25		cool	bread	go	bread	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	bread	put	sinkbasin	False
FloorPlan25		go	countertop	go	faucet	False
FloorPlan25		pick	bread	pick	bread	True
FloorPlan25		go	fridge	break	window	False
FloorPlan25		cool	bread	open	fridge	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		put	bread	put	sinkbasin	False
FloorPlan25		go	countertop	go	bread	False
FloorPlan25		pick	bread	pick	bread	True
FloorPlan25		go	fridge	go	window	False
FloorPlan25		cool	bread	put	fridge	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	bread	put	sinkbasin	False
FloorPlan25		go	countertop	go	sink	False
FloorPlan25		pick	bread	pick	bread	True
FloorPlan25		go	fridge	go	window	False
FloorPlan25		cool	bread	close	fridge	False
FloorPlan25		go	countertop	go	sink	False
FloorPlan25		put	bread	put	sinkbasin	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	bread	pick	bread	True
FloorPlan25		go	fridge	go	bread	False
FloorPlan25		cool	bread	open	fridge	False
FloorPlan25		go	countertop	go	bread	False
FloorPlan25		put	bread	go	bread	False
FloorPlan25		go	countertop	put	coffeemachine	False
FloorPlan25		pick	bread	pick	bread	True
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	bread	open	fridge	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	bread	put	sinkbasin	False
FloorPlan25		go	countertop	put	countertop	False
FloorPlan25		pick	bread	pick	bread	True
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		cool	bread	open	fridge	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	bread	put	coffeemachine	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	bread	pick	bread	True
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	bread	put	fridge	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		put	bread	put	coffeemachine	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		pick	bread	go	bread	False
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	bread	put	fridge	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		put	bread	put	sinkbasin	False
FloorPlan25		go	countertop	go	chair	False
FloorPlan25		pick	mug	pick	cup	False
FloorPlan25		go	microwave	put	countertop	False
FloorPlan25		heat	mug	put	microwave	False
FloorPlan25		go	coffeemachine	put	countertop	False
FloorPlan25		put	mug	put	cup	False
FloorPlan25		go	countertop	go	coffeemachine	False
FloorPlan25		pick	mug	pick	cup	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	mug	put	cup	False
FloorPlan25		go	coffeemachine	go	coffeemachine	True
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	mug	put	coffeemachine	False
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		heat	mug	close	microwave	False
FloorPlan25		go	coffeemachine	go	window	False
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	countertop	go	coffeemachine	False
FloorPlan25		pick	mug	put	coffeemachine	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	mug	open	microwave	False
FloorPlan25		go	coffeemachine	go	coffeemachine	True
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	mug	put	coffeemachine	False
FloorPlan25		go	microwave	go	countertop	False
FloorPlan25		heat	mug	close	microwave	False
FloorPlan25		go	coffeemachine	go	pot	False
FloorPlan25		put	mug	put	mug	True
FloorPlan25		go	countertop	put	coffeemachine	False
FloorPlan25		pick	mug	put	coffeemachine	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	mug	put	microwave	False
FloorPlan25		go	coffeemachine	put	coffeemachine	False
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	countertop	put	coffeemachine	False
FloorPlan25		pick	mug	put	coffeemachine	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	mug	break	cup	False
FloorPlan25		go	coffeemachine	put	coffeemachine	False
FloorPlan25		put	mug	put	cup	False
FloorPlan25		go	countertop	put	coffeemachine	False
FloorPlan25		pick	mug	put	coffeemachine	False
FloorPlan25		go	microwave	put	mug	False
FloorPlan25		heat	mug	close	microwave	False
FloorPlan25		go	coffeemachine	put	coffeemachine	False
FloorPlan25		put	mug	put	coffeemachine	False
FloorPlan25		go	stoveburner	go	faucet	False
FloorPlan25		pick	pot	pick	pot	True
FloorPlan25		go	fridge	close	fridge	False
FloorPlan25		cool	pot	close	fridge	False
FloorPlan25		go	stoveburner	go	stoveburner	True
FloorPlan25		put	pot	put	pot	True
FloorPlan25		go	stoveburner	go	stoveburner	True
FloorPlan25		pick	pot	pick	pan	False
FloorPlan25		go	fridge	go	fridge	True
FloorPlan25		cool	pot	put	fridge	False
FloorPlan25		go	stoveburner	go	stoveburner	True
FloorPlan25		put	pot	put	stoveburner	False
FloorPlan25		go	stoveburner	go	stoveburner	True
FloorPlan25		pick	pot	pick	pan	False
FloorPlan25		go	fridge	put	pan	False
FloorPlan25		cool	pot	put	fridge	False
FloorPlan25		go	stoveburner	put	pan	False
FloorPlan25		put	pot	put	pan	False
FloorPlan25		go	stoveburner	put	stoveburner	False
FloorPlan25		pick	pot	pick	pan	False
FloorPlan25		go	fridge	put	pan	False
FloorPlan25		cool	pot	put	fridge	False
FloorPlan25		go	stoveburner	put	pan	False
FloorPlan25		put	pot	put	stoveburner	False
FloorPlan25		go	stoveburner	put	garbagecan	False
FloorPlan25		pick	pot	pick	pan	False
FloorPlan25		go	fridge	go	countertop	False
FloorPlan25		cool	pot	put	fridge	False
FloorPlan25		go	stoveburner	go	pan	False
FloorPlan25		put	pot	put	pan	False
FloorPlan25		go	stoveburner	go	stoveburner	True
FloorPlan25		pick	pot	pick	pan	False
FloorPlan25		go	fridge	put	pan	False
FloorPlan25		cool	pot	open	fridge	False
FloorPlan25		go	stoveburner	put	pan	False
FloorPlan25		put	pot	put	pan	False
FloorPlan25		go	stoveburner	go	stoveburner	True
FloorPlan25		pick	pot	put	stoveburner	False
FloorPlan25		go	fridge	put	pan	False
FloorPlan25		cool	pot	put	fridge	False
FloorPlan25		go	stoveburner	go	stoveburner	True
FloorPlan25		put	pot	put	pan	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		pick	potato	go	potato	False
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		heat	potato	close	microwave	False
FloorPlan25		go	garbagecan	go	potato	False
FloorPlan25		put	potato	put	garbagecan	False
FloorPlan25		go	fridge	open	fridge	False
FloorPlan25		pick	potato	put	fridge	False
FloorPlan25		go	microwave	go	sinkbasin	False
FloorPlan25		heat	potato	put	coffeemachine	False
FloorPlan25		go	garbagecan	go	window	False
FloorPlan25		put	potato	put	coffeemachine	False
FloorPlan25		go	fridge	put	fridge	False
FloorPlan25		pick	potato	open	fridge	False
FloorPlan25		go	microwave	close	microwave	False
FloorPlan25		heat	potato	put	microwave	False
FloorPlan25		go	garbagecan	go	window	False
FloorPlan25		put	potato	break	egg	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	potato	pick	egg	False
FloorPlan25		go	microwave	go	microwave	True
FloorPlan25		heat	potato	close	microwave	False
FloorPlan25		go	garbagecan	go	stoveburner	False
FloorPlan25		put	potato	go	egg	False
FloorPlan25		go	countertop	put	coffeemachine	False
FloorPlan25		pick	potato	pick	potato	True
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		heat	potato	close	microwave	False
FloorPlan25		go	garbagecan	go	potato	False
FloorPlan25		put	potato	put	garbagecan	False
FloorPlan25		go	countertop	put	coffeemachine	False
FloorPlan25		pick	potato	pick	spoon	False
FloorPlan25		go	microwave	put	microwave	False
FloorPlan25		heat	potato	open	microwave	False
FloorPlan25		go	garbagecan	break	window	False
FloorPlan25		put	potato	put	coffeemachine	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	tomato	pick	tomato	True
FloorPlan25		go	sinkbasin	put	sinkbasin	False
FloorPlan25		clean	tomato	put	sinkbasin	False
FloorPlan25		go	countertop	put	sinkbasin	False
FloorPlan25		put	tomato	put	coffeemachine	False
FloorPlan25		go	countertop	go	countertop	True
FloorPlan25		pick	tomato	pick	tomato	True
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		clean	tomato	pick	tomato	False
FloorPlan25		go	countertop	go	sink	False
FloorPlan25		put	tomato	go	tomato	False
FloorPlan25		go	countertop	go	sinkbasin	False
FloorPlan25		pick	tomato	pick	tomato	True
FloorPlan25		go	sinkbasin	go	sinkbasin	True
FloorPlan25		clean	tomato	put	sinkbasin	False
